,organizations,label,score,link,summary
4043,,NEGATIVE,-0.9960567355155945,CMS-2018-0076-2528," Stop making up random codes and descriptors that have no guidelines and unintelligable rules for reporting . No G-code is so urgent that you can't go through the usual process of either applying for a CPT code . For example GRAS1 (remote pre-recorded service...). While such a code would be great for people who live in rural areas and don't have access to specialists, the abuse potential is enourmous without restrictions to rural indications ."
4044,,NEGATIVE,-0.9959006309509277,CMS-2018-0076-2530, Neurology took a large hit in reimbursements in 2012 when the nerve conduction studies were dramatically reduced by CMS . Our collections are primarily based on this codes and not on procedures which support other specialties . Our practice would have to close or dramatically change if these proposed revisions went through .
4046,,NEGATIVE,-0.9969131350517273,CMS-2018-0076-2587," Neurologist Marc London, MD: The proposed change to a single new visit and established visit code at the equivalent of a current level 2 code will be devastating to neurologists . Most hospital consultations are for patients with serious conditions and some are critically ill, he says . He says the proposed change would significantly reduce the income of neurologists, who are already the lowest paid specialty in medicine ."
4047,,NEGATIVE,-0.9400480389595032,CMS-2018-0076-2591," Susan Monte-Yodice is a patient who has Mixed Connective Tissue Disease (MCTD) MCTD is an autoimmune condition that was diagnosed after many years of fatigue, respiratory issues, migraines, chronic pain, gastrointestinal issues, reproductive challenges, and others . She was a highly successful healthcare executive who loved challenges and moving up through the ranks ."
4048,['AmericanAcademyofNeurology'],NEGATIVE,-0.9989715218544006,CMS-2018-0076-2592," Neurologist says E/M codes will be ""collapsed"" into one initial visit/consultation code and one followup code . As the population ages, more visits will be needed to evaluate elderly patients for memory problems, balance problems, strokes, Parkinson's and other degenerative diseases ."
4049,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS']",POSITIVE,0.9887778162956238,CMS-2018-0076-2589," Georgine Murphy: Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians . Murphy: CMS proposal to reduce payments for services provided on the same day raises potential for insufficient reimbursement that could make it difficult for my podiatric physician to deliver the high-quality, efficient care on which I have come to rely ."
4051,"['CentersforMedicare&MedicaidServices', 'CMS', 'CMS', 'CMS']",POSITIVE,0.996651291847229,CMS-2018-0076-3015," Dear Administrator Verma, I write in strong support of the Centers for Medicare & Medicaid Services (CMS) proposal to revise its regulation at 42 CFR 410.32 to add a new paragraph (b)(4) to state that diagnostic tests performed by a Radiologist Assistant (RA) require only a direct level of physician supervision ."
4054,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS']",POSITIVE,0.9888467788696289,CMS-2018-0076-302," Lisa Sanders: Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians . Sanders: CMS proposal to reduce payments for services provided on the same day raises potential for insufficient reimbursement that could make it difficult for my podiatric physician to deliver high-quality, efficient care ."
4055,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS']",POSITIVE,0.9890037775039673,CMS-2018-0076-3035," Lacey Nichols: Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians . Nichols: CMS proposal to reduce payments for services provided on the same day raises potential for insufficient reimbursement that could make it difficult for my podiatric physician to deliver high-quality, efficient care ."
4056,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS']",POSITIVE,0.9911714196205139,CMS-2018-0076-3051, The specialized care that patients receive from podiatrists to treat conditions is as valuable to the continued health and well-being as any other services received from other physicians . Cristina Sonney: Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians .
4058,,NEGATIVE,-0.9982220530509949,CMS-2018-0076-2258," Proposed changes will not benefit patients nor physicians, says Michigan physician . Blending the payment structure will cause many physicians to receive a loss of revenue . Some of these changes could be detrimental to patients with complex health conditions . Reduced documentation also can increase liability risk for physicians, doctor says ."
4060,"['CMS', 'CMS', 'CMS', 'CMS', 'CMS']",POSITIVE,0.8184931874275208,CMS-2018-0076-2188," Mark Machalka: Reducing paperwork burden is greatly needed, but this relief should not be tied to more stringent price controls that further impede competition and will serve to ration care . He asks that CMS rethink the implementation of blended rates that flatten payments and threaten to degrade patient access to physician services . Machalkas: ""value is best determined by markets and consumers, not arbitrary rules and central planners"""
4061,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS']",POSITIVE,0.9890179634094238,CMS-2018-0076-3362," Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians, says Yesmina Parikh . Parikh: CMS proposal to reduce payments for services provided on the same day raises the potential for insufficient reimbursement that could make it difficult for podiatric physicians to deliver high-quality, efficient care ."
4062,,POSITIVE,0.9984284043312073,CMS-2016-0116-0027, Many of our diabetes education centers are not located  in the hospital and this would cause an additional barrier for many of our patients . We want to make the process of attaining diabetes education as barrier-free as possible . Having numerous locations is a benefit to our patients.   
4063,,NEGATIVE,-0.9943705797195435,CMS-2018-0076-3380," I strongly recommend against the proposed Physician Fee Schedule changes . I am an Infectious Diseases Specialist dealing with very complex infections in immunocompromised patients . The complexities involve multiple drug resistant organisms, infections on implanted materials, advancing age and multiple co-morbidities of the patients ."
4064,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS']",POSITIVE,0.9917542934417725,CMS-2018-0076-338, The specialized care that patients receive from podiatrists to treat conditions is as valuable to the continued health and well-being as any other services received from other physicians . Roberts: Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians .
4065,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS', 'C']",POSITIVE,0.991701602935791,CMS-2018-0076-3385, Janice Richman: Podiatrists should be reimbursed for all of these services in the same manner and amount as all other Medicare physicians . She asks that CMS not finalize its proposal related to the reduction in reimbursement for any services paired with the -25 modifier .
4066,"['CentersforMedicare&MedicaidServices', 'CMS', 'CMS', 'CMS']",NEGATIVE,-0.9966523051261902,CMS-2016-0115-0650," Centers for Medicare & Medicaid Services slashes Medicare film-based x-ray payments by 20 percent . CMS omitted language that would require registered radiologic technologists to perform all radiography procedures billed within the Medicare system . Registered radiologists possess the education, skills and experience necessary to perform safe, high-quality radiography examinations ."
4067,"['CentersforMedicare&MedicaidServices', 'CMS', 'CMS', 'CMS']",NEGATIVE,-0.9966523051261902,CMS-2016-0115-0648," Centers for Medicare & Medicaid Services slashes Medicare film-based x-ray payments by 20 percent . CMS omitted language that would require registered radiologic technologists to perform all radiography procedures billed within the Medicare system . Registered radiologists possess the education, skills and experience necessary to perform safe, high-quality radiography examinations ."
4068,"['&', 'ServicesUSDepartmentHealth&HumanServices', 'C', 'CMS', 'C']",POSITIVE,0.9911172986030579,CMS-2018-0076-3405," The specialized care that patients receive from podiatrists to treat conditions is as valuable to the continued health and well-being as any other services received from other physicians . The proposal to reduce payments for services provided on the same day raises the potential for insufficient reimbursement that could make it difficult for podiatric physicians to deliver high-quality, efficient care ."
